"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","Ros","+/-"
"*05u4l*","Daniel Palencia","CHC","RP","275","BShit","26","","66.17","100","227.9","94%","0%"
"*02hxd*","Danny Coulombe","(N/A)","RP","276","FA","36","","66.13","0","-","5%","0%"
"*04g1x*","David Peterson","NYM","SP","277","wes11","30","","66.09","99","288.1","82%","0%"
"*030vs*","Kirby Yates","LAA","RP","278","FA","38","","66.05","31","449","35%","0%"
"*05mdt*","Evan Carter","TEX","CF","279","DGreasy","23","","65.94","100","245.8","92%","0%"
"*06dqb*","Shane Smith","CHW","SP","280","BShit","25","","65.87","100","258.8","89%","0%"
"*04pvl*","Mike Burrows","HOU","SP","281","Triz","26","","65.86","98","321.6","79%","0%"
"*0312l*","Brad Keller","PHI","RP","282","Boofers","30","","65.83","23","477.2","40%","0%"
"*03d6s*","Matt Chapman","SF","3B","283","Diarrhea","32","NYY Wed 8:05PM","65.77","100","112","97%","0%"
"*05t2b*","Daylen Lile","WSH","LF,RF","284","BigJoe","23","","65.74","100","224.4","93%","0%"
"*0596e*","Dylan Crews","WSH","CF,RF","285","Unks","24","","65.74","100","201","98%","0%"
"*066cf*","Zebby Matthews","MIN","SP","286","Beefs","25","","65.7","99","308.3","80%","0%"
"*02n2x*","Paul Sewald","ARI","RP","287","FA","35","","65.58","11","470","15%","0%"
"*04qnd*","Noelvi Marte","CIN","3B,RF","288","Gwon","24","","65.54","100","161.1","98%","0%"
"*05vy6*","Bryce Miller","SEA","SP","289","DGreasy","27","","65.53","100","310.9","92%","0%"
"*05a06*","Nick Mears","KC","RP","290","FA","29","","65.49","3","468","9%","0%"
"*06apx*","Trey Yesavage","TOR","SP","291","BShit","22","","65.48","100","135.2","99%","0%"
"*05xpj*","Tanner McDougal","CHW","SP","292","FA","22","","65.44","17","486.8","50%","0%"
"*04eos*","Joey Cantillo","CLE","SP,RP","293","Unks","26","","65.38","100","301.8","81%","0%"
"*02x0f*","Sean Manaea","NYM","SP","294","wes11","34","","65.28","99","301.5","74%","0%"
"*03d7h*","Mitch Keller","PIT","SP","295","FA","29","","65.2","100","248.6","91%","0%"
"*03pj4*","Cody Ponce","TOR","SP","296","Boofers","31","","65.18","99","281","81%","0%"
"*01usi*","Marcell Ozuna","PIT","UT","297","DertyDer","35","","65.16","100","244.9","87%","0%"
"*051em*","Kerry Carpenter","DET","LF,RF","298","Skrey","28","","65.12","100","268.1","94%","0%"
"*04cwf*","Shane Baz","BAL","SP","299","JDM","26","","65.1","100","193.4","97%","0%"
"*05jp7*","Gavin Williams","CLE","SP","300","Ferrante","26","","65.1","100","125.4","99%","0%"
"*03qjy*","Brandon Lowe","PIT","2B","301","BigJoe","31","","65.08","100","142.8","98%","0%"
"*05tzn*","Parker Messick","CLE","SP","302","Rut","25","","65.08","98","324.7","83%","0%"
"*02bve*","Blake Treinen","LAD","RP","303","FA","37","","65.04","5","468.8","14%","0%"
"*05ad7*","Manuel Rodriguez","TB","RP","304","FA","29","","65.01","0","-","6%","0%"
"*031t0*","Gleyber Torres","DET","2B","305","DGreasy","29","","64.88","100","175.8","97%","0%"
"*05jnq*","Clayton Beeter","WSH","RP","306","DertyDer","27","","64.71","34","446.9","39%","0%"
"*041w4*","Bryan Baker","TB","RP","307","FA","31","","64.63","16","490.7","16%","0%"
"*02c4q*","Nick Martinez","TB","SP,RP","308","FA","35","","64.62","90","395.4","60%","0%"
"*04071*","Isaac Paredes","HOU","3B","309","Swagga","27","","64.56","100","169.4","97%","0%"
"*03btv*","Sandy Alcantara","MIA","SP","310","BShit","30","","64.53","100","131.8","99%","0%"
"*06ktn*","Tatsuya Imai","HOU","SP","311","Skrey","27","","64.48","100","166.6","97%","0%"
"*0512e*","Spencer Steer","CIN","1B,LF","312","FA","28","","64.41","100","319.3","90%","0%"
"*05ras*","Colton Cowser","BAL","LF,CF","313","Ferrante","25","","64.39","100","219","91%","0%"
"*05yb8*","Chad Patrick","MIL","SP","314","FA","27","","64.36","98","318.9","75%","0%"
"*04yid*","Ryne Nelson","ARI","SP,RP","315","Ferrante","28","","64.32","100","255","88%","0%"
"*04pmq*","Braxton Ashcraft","PIT","SP,RP","316","Boofers","26","","64.25","98","307.9","83%","0%"
"*041x9*","Graham Ashcraft","CIN","RP","317","FA","28","","64.2","11","477.9","22%","0%"
"*060ml*","Huascar Brazoban","NYM","RP","318","FA","36","","64.16","2","464.1","9%","0%"
"*06f1r*","Connelly Early","BOS","SP","319","BigJoe","23","","64.01","100","257","92%","0%"
"*02myt*","Steven Okert","HOU","RP","320","FA","34","","63.99","9","480.5","12%","0%"
"*041rd*","Corbin Burnes","ARI","SP","321","wes11","31","","63.95","64","449.3","80%","0%"
"*0622w*","Chandler Simpson","TB","LF,CF","322","Gwon","25","","63.94","100","165.6","97%","0%"
"*05m49*","Jung Hoo Lee","SF","CF","323","FA","27","NYY Wed 8:05PM","63.93","100","254.3","87%","0%"
"*04azv*","Jake Burger","TEX","1B","324","DertyDer","29","","63.91","99","282","77%","0%"
"*0310z*","J.P. Crawford","SEA","SS","325","FA","31","","63.87","92","321.4","68%","0%"
"*04si2*","Andrew Vaughn","MIL","1B","326","BigJoe","27","","63.8","100","277.3","84%","0%"
"*03zbj*","Brusdar Graterol","LAD","RP","327","FA","27","","63.78","2","464.2","15%","0%"
"*04aoq*","Jason Foley","SF","RP","328","FA","30","NYY Wed 8:05PM","63.76","2","463.8","10%","0%"
"*04ei8*","Sean Guenther","DET","RP","329","FA","30","","63.64","0","-","1%","0%"
"*03yso*","A.J. Puk","ARI","RP","330","Rut","30","","63.49","10","474.1","35%","0%"
"*02h8d*","Steven Matz","TB","RP","331","FA","34","","63.46","42","474.3","26%","0%"
"*02hdy*","Pierce Johnson","CIN","RP","332","FA","34","","63.45","4","469.7","10%","0%"
"*05gsc*","Jordan Westburg","BAL","2B,3B","333","Beefs","27","","63.44","96","363.5","93%","0%"
"*04y97*","Kyle Stowers","MIA","LF,CF,RF","334","Rut","28","","63.44","100","131.6","99%","0%"
"*05rcp*","Tommy Nance","TOR","RP","335","FA","34","","63.34","1","462.7","2%","0%"
"*041py*","Keegan Akin","BAL","RP","336","FA","30","","63.18","11","479.2","19%","0%"
"*04hyc*","Ivan Herrera","STL","C","337","wes11","25","","63.16","100","342","94%","0%"
"*06htl*","Ty Johnson","TB","SP","338","FA","24","","63.09","5","471.9","38%","0%"
"*05gwy*","Masyn Winn","STL","SS","339","FA","23","","63.08","98","281.9","86%","0%"
"*060x1*","Wilyer Abreu","BOS","RF","340","wes11","26","","63.06","100","225","93%","0%"
"*04mlf*","Casey Mize","DET","SP","341","FA","28","","63.05","100","251.3","92%","0%"
"*025ko*","Justin Wilson","(N/A)","RP","342","FA","38","","62.97","0","-","2%","0%"
"*03di1*","Matt Gage","SF","RP","343","FA","33","NYY Wed 8:05PM","62.88","1","462","2%","0%"
"*04q0r*","Dylan Smith","DET","RP","344","FA","25","","62.87","0","-","5%","0%"
"*04ml0*","Yusei Kikuchi","LAA","SP","345","FA","34","","62.86","100","253","83%","0%"
"*04mra*","Ezequiel Tovar","COL","SS","346","DertyDer","24","","62.77","100","226.6","91%","0%"
"*04q2n*","Adley Rutschman","BAL","C","347","Beefs","28","","62.77","100","262.7","99%","0%"
"*03btm*","Jose Alvarado","PHI","RP","348","FA","30","","62.71","17","487.1","29%","0%"
"*031hc*","Cole Sulser","TB","RP","349","FA","35","","62.62","1","461.7","1%","0%"
"*042sz*","Will Smith","LAD","C","350","Diarrhea","30","","62.51","100","193.6","99%","0%"
"*03drc*","Aaron Bummer","ATL","RP","351","FA","32","","62.5","2","464","5%","0%"
"*04mnw*","Ryan Weathers","NYY","SP","352","Rut","26","@SF Wed 8:05PM","62.38","100","295","87%","0%"
"*05tux*","Dauri Moreta","(N/A)","RP","353","FA","29","","62.36","0","-","1%","0%"
"*0514o*","Cody Bradford","TEX","SP,RP","354","FA","28","","62.3","19","485","32%","0%"
"*061jc*","Tim Herrin","CLE","RP","355","FA","29","","62.28","1","463.3","6%","0%"
"*04pks*","Matt McLain","CIN","2B","356","BShit","26","","62.26","100","200.3","95%","0%"
"*06fzu*","Kazuma Okamoto","TOR","1B,3B","357","Triz","29","","62.23","100","207.4","96%","0%"
"*041ah*","Josh Lowe","LAA","RF","358","FA","28","","62.19","98","267.9","74%","0%"
"*04aok*","Gregory Soto","PIT","RP","359","FA","31","","62.17","17","486.1","19%","0%"
"*04alp*","Ernie Clement","TOR","1B,2B,3B,SS","360","FA","29","","62.16","99","295.3","85%","0%"
"*04t40*","Brayan Bello","BOS","SP","361","FA","26","","62.13","100","266.3","90%","0%"
"*051bm*","Louis Varland","TOR","RP","362","FA","28","","62.13","21","479.4","32%","0%"
"*05t9v*","Jonathan Aranda","TB","1B","363","Ferrante","27","","62.07","100","190.5","96%","0%"
"*051eh*","Kevin Kelly","TB","RP","364","FA","28","","62.06","0","-","3%","0%"
"*02yd1*","Jorge Polanco","NYM","2B","365","BigJoe","32","","61.96","100","199.8","92%","0%"
"*04y8z*","Erik Miller","SF","RP","366","FA","28","NYY Wed 8:05PM","61.91","3","467.1","9%","0%"
"*03pzn*","Andres Gimenez","TOR","2B,SS","367","FA","27","","61.88","97","285.3","71%","0%"
"*04ru7*","Miguel Vargas","CHW","1B,3B","368","JDM","26","","61.86","100","261.8","82%","0%"
"*04pvq*","PJ Poulin","WSH","RP","369","FA","29","","61.81","2","464.6","4%","0%"
"*03dqv*","Tanner Banks","PHI","RP","370","FA","34","","61.66","2","465.2","6%","0%"
"*05acp*","Justin Martinez","ARI","RP","371","FA","24","","61.59","3","467.8","41%","0%"
"*06mio*","David Davalillo","TEX","SP","372","FA","23","","61.59","2","467.1","29%","0%"
"*046yd*","Dennis Santana","PIT","RP","373","Ferrante","29","","61.56","99","296.5","82%","0%"
"*02mwq*","Zach Eflin","BAL","SP","374","wes11","31","","61.52","89","390.2","61%","0%"
"*04efa*","Daulton Varsho","TOR","CF","375","Ferrante","29","","61.51","100","189.3","88%","0%"
"*021jb*","Ryan Brasier","TEX","RP","376","FA","38","","61.41","0","-","2%","0%"
"*04qii*","Addison Barger","TOR","3B,RF","377","Beefs","26","","61.15","100","179.7","97%","0%"
"*0513l*","Brenton Doyle","COL","CF","378","Boofers","27","","61.04","100","263.2","88%","0%"
"*0319c*","Mark Leiter Jr.","ATH","RP","379","FA","34","","60.98","16","481.1","13%","0%"
"*050c3*","Jasson Dominguez","NYY","LF","380","BShit","23","@SF Wed 8:05PM","60.92","99","295.4","94%","0%"
"*04auk*","Seranthony Dominguez","CHW","RP","381","Skrey","31","","60.92","68","387.8","64%","0%"
"*03dgq*","Ryan OHearn","PIT","1B,RF","382","Skrey","32","","60.88","100","300.6","81%","0%"
"*03dp8*","Ramon Laureano","SD","LF,CF,RF","383","BShit","31","","60.77","100","211.7","85%","0%"
"*02ccf*","Tommy Kahnle","(N/A)","RP","384","FA","36","","60.68","1","462.1","5%","0%"
"*04s1h*","Luis Gil","NYY","SP","385","DGreasy","27","@SF Wed 8:05PM","60.63","99","283.3","91%","0%"
"*01cdf*","Giancarlo Stanton","NYY","RF","386","JDM","36","@SF Wed 8:05PM","60.63","100","279.3","89%","0%"
"*05ynx*","River Ryan","LAD","SP","387","DGreasy","27","","60.57","26","478.7","52%","0%"
"*02c2h*","Chris Bassitt","BAL","SP","388","FA","37","","60.55","99","293.6","81%","0%"
"*04y9o*","Jack Leiter","TEX","SP","389","DGreasy","25","","60.52","100","224.2","96%","0%"
"*06elo*","Matt Svanson","STL","RP","390","DGreasy","27","","60.4","22","470.5","30%","0%"
"*05y3u*","Munetaka Murakami","CHW","3B","391","Gwon","26","","60.28","100","155.8","97%","0%"
"*066du*","Brad Lord","WSH","SP,RP","392","FA","26","","60.26","45","482.9","29%","0%"
"*04pse*","Brendan Donovan","SEA","2B,LF","393","Boofers","29","","60.25","100","239.8","94%","0%"
"*04mlx*","Matthew Liberatore","STL","SP","394","FA","26","","60.18","89","384.6","68%","0%"
"*066d2*","Cade Gibson","MIA","RP","395","FA","28","","60.17","1","462.8","4%","0%"
"*05u9q*","Jac Caglianone","KC","1B,RF","396","BShit","23","","60.15","100","187.3","98%","0%"
"*04paj*","Cole Winn","TEX","RP","397","FA","26","","60.03","4","470.2","11%","0%"
"*0513c*","Joey Ortiz","MIL","SS","398","FA","27","","60.01","76","421.4","45%","0%"
"*01sy3*","Nolan Arenado","ARI","3B","399","FA","34","","59.96","86","372.6","70%","0%"
"*05rfu*","Kyle Manzardo","CLE","1B","400","Triz","25","","59.8","100","234.3","91%","0%"
"*04t3y*","Alejandro Kirk","TOR","C","401","FA","27","","59.68","100","269.9","89%","0%"
"*03qr0*","Cedric Mullins","TB","CF","402","FA","31","","59.65","95","297","67%","0%"
"*04aeb*","Royce Lewis","MIN","3B","403","FA","26","","59.6","100","208.5","95%","0%"
"*05jpk*","Joe Boyle","TB","SP","404","FA","26","","59.54","76","433.5","58%","0%"
"*04eqw*","Isaac Mattson","PIT","RP","405","FA","30","","59.47","5","471.4","7%","0%"
"*02bu9*","Marcus Semien","NYM","2B","406","wes11","35","","59.47","100","190.5","92%","0%"
"*03qlm*","Tyler Ferguson","ATH","RP","407","FA","32","","59.42","1","463.3","4%","0%"
"*02i2q*","Carlos Correa","HOU","3B,SS","408","Gwon","31","","59.37","100","266.9","90%","0%"
"*05gdz*","Roki Sasaki","LAD","SP","409","Ferrante","24","","59.26","100","271.4","97%","0%"
"*04mn5*","Alec Bohm","PHI","1B,3B","410","Rut","29","","59.25","100","242","90%","0%"
"*04nky*","Trevor Larnach","MIN","LF,RF","411","FA","29","","59.22","88","347.6","58%","0%"
"*041rq*","Brenan Hanifee","DET","RP","412","FA","27","","59.11","0","-","4%","0%"
"*026lz*","Josh Bell","MIN","1B","413","FA","33","","59.07","84","368.3","50%","0%"
"*05yj1*","Nolan Schanuel","LAA","1B","414","FA","24","","59.06","91","296.1","77%","0%"
"*051b4*","Jordan Beck","COL","LF","415","FA","24","","59.02","100","236.3","85%","0%"
"*05yb1*","Drew Thorpe","CHW","SP","416","FA","25","","59.01","3","467.1","37%","0%"
"*04ekf*","Calvin Faucher","MIA","RP","417","FA","30","","58.98","32","464.7","27%","0%"
"*01s8u*","Mike Trout","LAA","CF,RF,UT","418","Diarrhea","34","","58.94","100","141.5","98%","0%"
"*05xoo*","Elmer Rodriguez","NYY","SP","419","FA","22","@SF Wed 8:05PM","58.85","20","477.6","60%","0%"
"*04z6k*","Luisangel Acuna","CHW","2B","420","FA","23","","58.85","64","403.2","68%","0%"
"*05u9o*","Sal Stewart","CIN","1B,3B","421","Unks","22","","58.73","100","221.1","95%","0%"
"*045kb*","Cristian Javier","HOU","SP","422","DGreasy","28","","58.72","95","350.1","71%","0%"
"*05lg3*","Brandon Pfaadt","ARI","SP","423","FA","27","","58.6","98","287.4","83%","0%"
"*04eru*","Jake Cousins","(N/A)","RP","424","FA","31","","58.6","0","-","2%","0%"
"*041qs*","Austin Hays","CHW","LF","425","FA","30","","58.57","81","399.3","49%","0%"
"*03d6p*","Grant Holmes","ATL","SP","426","FA","29","","58.54","77","419.6","60%","0%"
"*04ee7*","Clarke Schmidt","NYY","SP","427","Gwon","30","@SF Wed 8:05PM","58.52","9","477.3","52%","0%"
"*04022*","Tim Hill","NYY","RP","428","FA","36","@SF Wed 8:05PM","58.48","0","462.6","5%","0%"
"*06aw3*","JJ Wetherholt","STL","2B,SS","429","JDM","23","","58.39","99","277","96%","0%"
"*05tce*","Connor Norby","MIA","3B","430","FA","25","","58.38","80","387.3","61%","0%"
"*04et8*","Daniel Robert","PHI","RP","431","FA","31","","58.37","0","-","1%","0%"
"*0313t*","Tyler Kinley","ATL","RP","432","FA","35","","58.33","4","471.6","7%","0%"
"*02bqn*","Michael Kelly","ATH","RP","433","FA","33","","58.31","9","477.4","5%","0%"
"*04ni3*","Luis Garcia","(N/A)","SP","434","FA","29","","58.2","1","461.6","20%","0%"
"*02mzg*","Max Muncy","LAD","3B","435","DertyDer","35","","58.18","100","265","90%","0%"
"*0648z*","Victor Scott","STL","CF","436","FA","25","","58.16","91","311.6","68%","0%"
"*05u3u*","Konnor Griffin","PIT","SS,CF,UT","437","Gwon","19","","58.16","100","216.8","98%","0%"
"*04pqo*","Braydon Fisher","TOR","RP","438","FA","25","","58.1","4","469.2","16%","0%"
"*05uo2*","Logan Henderson","MIL","SP","439","Rut","24","","58.1","100","273.1","92%","0%"
"*03cav*","Brent Suter","LAA","RP","440","FA","36","","58.04","1","462.4","3%","0%"
"*0648n*","Chase Meidroth","CHW","2B,SS","441","FA","24","","58","83","380.2","64%","0%"
"*05a29*","Carmen Mlodzinski","PIT","SP,RP","442","FA","27","","57.99","20","482","18%","0%"
"*02zif*","Ryan Pressly","(N/A)","RP","443","FA","37","","57.98","0","-","2%","0%"
"*04mlt*","Shane McClanahan","TB","SP","444","Triz","28","","57.85","100","242.7","96%","0%"
"*03qkx*","Ryan Burr","(N/A)","RP","445","FA","31","","57.82","0","-","1%","0%"
"*066n1*","Justin Sterner","ATH","RP","446","Rut","29","","57.82","25","464.2","29%","0%"
"*041sz*","Tobias Myers","NYM","SP,RP","447","FA","27","","57.81","19","486.6","25%","0%"
"*004ee*","Max Scherzer","TOR","SP","448","FA","41","","57.74","63","456.7","46%","0%"
"*03at0*","Kevin Herget","NYM","RP","449","FA","34","","57.74","0","-","1%","0%"
"*052ru*","Josh Smith","TEX","1B,3B,SS","450","FA","28","","57.71","87","370.3","67%","0%"
"*041q8*","Brandon Marsh","PHI","LF,CF","451","FA","28","","57.6","85","359.5","53%","0%"
"*061pi*","Yaramil Hiraldo","BAL","RP","452","FA","30","","57.59","0","-","1%","0%"
"*041r5*","Dustin May","STL","SP","453","FA","28","","57.58","92","373.8","69%","0%"
"*066b2*","Drew Sommers","DET","SP","454","FA","25","","57.36","0","-","1%","0%"
"*04yig*","Brooks Lee","MIN","2B,3B,SS","455","FA","25","","57.35","83","392.5","72%","0%"
"*04tk1*","Slade Cecconi","CLE","SP","456","FA","26","","57.33","90","368.7","64%","0%"
"*04eoy*","Hunter Stratton","(N/A)","RP","457","FA","29","","57.29","0","461.4","1%","0%"
"*05rbv*","Samuel Basallo","BAL","C","458","Unks","21","","57.19","100","290","96%","0%"
"*03djb*","Jalen Beeks","(N/A)","RP","459","FA","32","","57.09","0","-","3%","0%"
"*04y44*","Josh Jung","TEX","3B","460","FA","28","","57.07","83","367.3","72%","0%"
"*04nx3*","Jonathan India","KC","2B,3B,LF","461","FA","29","","57.05","96","318.8","71%","0%"
"*0310c*","Hunter Harvey","CHC","RP","462","FA","31","","57","16","479","19%","0%"
"*03qmh*","Jake Cronenworth","SD","1B,2B,SS","463","FA","32","","57","91","313.3","65%","0%"
"*05161*","Dominic Canzone","SEA","RF","464","FA","28","","56.98","83","383","51%","0%"
"*04y76*","Jacob Webb","CHC","RP","465","FA","32","","56.86","1","464.9","4%","0%"
"*04pmk*","Michael Grove","(N/A)","RP","466","FA","29","","56.81","0","-","2%","0%"
"*06kvo*","Spencer Bivens","SF","RP","467","FA","31","NYY Wed 8:05PM","56.78","2","463","3%","0%"
"*04mlr*","Jeffrey Springs","ATH","SP","468","FA","33","","56.74","93","332.5","66%","0%"
"*04674*","Johan Oviedo","BOS","SP","469","FA","28","","56.69","83","412.2","57%","0%"
"*01srb*","Jameson Taillon","CHC","SP","470","FA","34","","56.61","98","303.7","71%","0%"
"*05wxy*","Kyle Teel","CHW","C","471","FA","24","","56.58","96","311","89%","0%"
"*03adx*","Nick Burdi","NYM","RP","472","FA","33","","56.47","0","-","1%","0%"
"*025i9*","J.T. Realmuto","PHI","C","473","FA","34","","56.42","98","272.8","80%","0%"
"*03pit*","Trent Grisham","NYY","CF","474","DGreasy","29","@SF Wed 8:05PM","56.42","100","207","90%","0%"
"*041e2*","Mickey Moniak","COL","LF,CF,RF","475","Skrey","27","","56.41","100","261.7","75%","0%"
"*041yb*","Dean Kremer","BAL","SP","476","FA","30","","56.38","90","372.9","58%","0%"
"*04pzi*","Evan Sisk","PIT","RP","477","FA","28","","56.37","0","-","2%","0%"
"*05r1m*","Jordan Lawlar","ARI","3B,SS","478","FA","23","","56.34","90","329.1","87%","0%"
"*05tjx*","Steven Cruz","KC","RP","479","FA","26","","56.27","1","462","5%","0%"
"*04pr8*","Taj Bradley","MIN","SP","480","FA","24","","56.25","88","377.7","74%","0%"
"*04s1g*","Gabriel Moreno","ARI","C","481","FA","26","","56.2","87","338.1","76%","0%"
"*04afk*","Tristan Beck","SF","RP","482","FA","29","NYY Wed 8:05PM","56.18","1","462.3","3%","0%"
"*05oz7*","Jose Butto","SF","RP","483","FA","27","NYY Wed 8:05PM","56.16","6","472.6","10%","0%"
"*02n2v*","Anthony Banda","MIN","RP","484","FA","32","","56.03","2","467.1","7%","0%"
"*04y9p*","Anthony Volpe","NYY","SS","485","FA","24","@SF Wed 8:05PM","55.91","85","363","78%","0%"
"*02i37*","Lucas Giolito","(N/A)","SP","486","FA","31","","55.86","95","317.6","67%","0%"
"*04pxo*","Erik Sabrowski","CLE","RP","487","FA","28","","55.83","3","467","15%","0%"
"*03qjv*","Harrison Bader","SF","LF,CF","488","FA","31","NYY Wed 8:05PM","55.76","83","361.8","49%","0%"
"*04pmu*","Ryan Jeffers","MIN","C","489","FA","28","","55.69","83","339.6","59%","0%"
"*05u6r*","Robert Gasser","MIL","SP","490","FA","26","","55.68","28","477.5","44%","0%"
"*04pbp*","Christopher Morel","MIA","LF","491","FA","26","","55.67","51","457.3","34%","0%"
"*0374o*","Chad Green","(N/A)","RP","492","FA","34","","55.66","0","-","2%","0%"
"*03pdw*","Andrew Benintendi","CHW","LF","493","FA","31","","55.58","75","408.1","39%","0%"
"*03zcy*","Mark Vientos","NYM","3B","494","FA","26","","55.54","93","301.2","78%","0%"
"*060jo*","Cam Smith","HOU","RF","495","wes11","23","","55.48","94","314.2","86%","0%"
